diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.000544 tempDif 0.003988 timbDif 0.244065 diff 4.000000 bril 1000.000000 char 1000.000000 Fina 1000.000000 风雨无阻-t
diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.800544 tempDif 0.003988 timbDif 0.244065 diff 4.000000 bril 910.000000 char 905.000000 Fina 900.000000 风雨无阻-t
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.016678 tempDif 0.003988 timbDif 0.320107 diff 4.000000 bril 820.000000 char 780.000000 Fina 800.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.816678 tempDif 0.003988 timbDif 0.320107 diff 4.000000 bril 220.000000 char 210.000000 Fina 200.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 2.716678 tempDif 0.003988 timbDif 0.320107 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-yi
diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.000544 tempDif 0.033988 timbDif 0.244065 diff 4.000000 bril 980.000000 char 980.000000 Fina 980.000000 风雨无阻-t
diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.800544 tempDif 0.033988 timbDif 0.244065 diff 4.000000 bril 890.000000 char 895.000000 Fina 880.000000 风雨无阻-t
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.016678 tempDif 0.033988 timbDif 0.320107 diff 4.000000 bril 800.000000 char 780.000000 Fina 780.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.816678 tempDif 0.033988 timbDif 0.320107 diff 4.000000 bril 200.000000 char 270.000000 Fina 220.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 2.716678 tempDif 0.033988 timbDif 0.320107 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-yi
diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.000544 tempDif 0.103988 timbDif 0.244065 diff 4.000000 bril 780.000000 char 780.000000 Fina 800.000000 风雨无阻-t
diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.800544 tempDif 0.103988 timbDif 0.244065 diff 4.000000 bril 760.000000 char 695.000000 Fina 760.000000 风雨无阻-t
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.016678 tempDif 0.103988 timbDif 0.320107 diff 4.000000 bril 660.000000 char 680.000000 Fina 700.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.816678 tempDif 0.103988 timbDif 0.320107 diff 4.000000 bril 220.000000 char 240.000000 Fina 200.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 2.716678 tempDif 0.103988 timbDif 0.320107 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-yi
diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.000544 tempDif 0.403988 timbDif 0.244065 diff 4.000000 bril 280.000000 char 310.000000 Fina 300.000000 风雨无阻-t
diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.800544 tempDif 0.403988 timbDif 0.244065 diff 4.000000 bril 260.000000 char 245.000000 Fina 250.000000 风雨无阻-t
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.016678 tempDif 0.403988 timbDif 0.320107 diff 4.000000 bril 200.000000 char 180.000000 Fina 180.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.816678 tempDif 0.403988 timbDif 0.320107 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 2.716678 tempDif 0.403988 timbDif 0.320107 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-yi
diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.000544 tempDif 0.503988 timbDif 0.244065 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-t
diff 1.728257 volDif 0.244065 keyDif 0.004510 pitDif 0.800544 tempDif 0.503988 timbDif 0.244065 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-t
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.016678 tempDif 0.503988 timbDif 0.320107 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 1.816678 tempDif 0.503988 timbDif 0.320107 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-yi
diff 1.728403 volDif 0.320107 keyDif 0.004510 pitDif 2.716678 tempDif 0.503988 timbDif 0.320107 diff 4.000000 bril 0.000000 char 0.000000 Fina 0.000000 风雨无阻-yi
